RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
154,"R46321","4/17/2020","Department of Health and Human Services: FY2021 Budget Request ","https://crsreports.congress.gov/product/pdf/download/R/R46321/R46321.pdf/","2","04/22/2020"
155,"IN11342","4/17/2020","FCC Draft Rule Seeks to Limit Space Debris","https://crsreports.congress.gov/product/pdf/download/IN/IN11342/IN11342.pdf/","2","04/17/2020"
156,"IN11327","4/17/2020","Federal Reserve: Emergency Lending in Response to COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11327/IN11327.pdf/","3","04/10/2020"
157,"IF10905","4/17/2020","FY2020 Foreign Operations Appropriations: Targeting Foreign Corruption and Human Rights Violations","https://crsreports.congress.gov/product/pdf/download/IF/IF10905/IF10905.pdf/","12","06/08/2018"
158,"IF11381","4/17/2020","Guyana: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF11381/IF11381.pdf/","5","12/06/2019"
159,"R46316","4/17/2020","Health Care Provisions in the Families First Coronavirus Response Act, P.L. 116-127","https://crsreports.congress.gov/product/pdf/download/R/R46316/R46316.pdf/","3","04/17/2020"
160,"R40094","4/17/2020","Iran's Nuclear Program: Tehran's Compliance with International Obligations","https://crsreports.congress.gov/product/pdf/download/R/R40094/R40094.pdf/","101","01/02/2009"
161,"IN11286","4/17/2020","Low Oil Prices: Prospects for Global Oil Market Balance ","https://crsreports.congress.gov/product/pdf/download/IN/IN11286/IN11286.pdf/","6","03/27/2020"
162,"R46319","4/17/2020","Novel Coronavirus 2019 (COVID-19): Q&A on Global Implications and Responses","https://crsreports.congress.gov/product/pdf/download/R/R46319/R46319.pdf/","4","04/21/2020"
163,"IN11344","4/17/2020","The Federal Judiciary and the Coronavirus Aid, Relief, and Economic Security Act ('CARES Act')","https://crsreports.congress.gov/product/pdf/download/IN/IN11344/IN11344.pdf/","1","04/17/2020"
164,"IN10965","4/17/2020","The National Flood Insurance Program (NFIP), Reinsurance, and Catastrophe Bonds","https://crsreports.congress.gov/product/pdf/download/IN/IN10965/IN10965.pdf/","9","09/11/2018"
165,"R44045","4/17/2020","The Renewable Fuel Standard (RFS): Waiver Authority and Modification of Volumes","https://crsreports.congress.gov/product/pdf/download/R/R44045/R44045.pdf/","26","05/21/2015"
166,"IF11511","4/17/2020","The Role of Regional Development Organizations (RDOs) in Economic Development","https://crsreports.congress.gov/product/pdf/download/IF/IF11511/IF11511.pdf/","3","04/17/2020"
167,"IF10871","4/17/2020","Vehicle Fuel Economy and Greenhouse Gas Standards","https://crsreports.congress.gov/product/pdf/download/IF/IF10871/IF10871.pdf/","6","04/13/2018"
168,"IF11486","4/16/2020","2020 Census Fieldwork Delayed by COVID-19","https://crsreports.congress.gov/product/pdf/download/IF/IF11486/IF11486.pdf/","2","04/02/2020"
169,"LSB10450","4/16/2020","Banning Religious Assemblies to Stop the Spread of COVID-19 ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10450/LSB10450.pdf/","1","04/16/2020"
170,"IF11509","4/16/2020","CARES Act Elementary and Secondary Education Provisions","https://crsreports.congress.gov/product/pdf/download/IF/IF11509/IF11509.pdf/","1","04/17/2020"
171,"LSB10449","4/16/2020","COVID-19, Digital Surveillance, and Privacy: Fourth Amendment Considerations","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10449/LSB10449.pdf/","1","04/16/2020"
172,"IN11340","4/16/2020","COVID-19: Selected Capital Markets Segments Supported by Federal Government Liquidity Interventions","https://crsreports.congress.gov/product/pdf/download/IN/IN11340/IN11340.pdf/","1","04/16/2020"
173,"IF11508","4/16/2020","Department of Justice's Coronavirus Emergency Supplemental Funding Program","https://crsreports.congress.gov/product/pdf/download/IF/IF11508/IF11508.pdf/","3","04/17/2020"
174,"R46318","4/16/2020","Federal Data on Hate Crimes in the United States","https://crsreports.congress.gov/product/pdf/download/R/R46318/R46318.pdf/","11","04/21/2020"
175,"R46314","4/16/2020","Federal Student Loan Debt Relief in the Context of COVID-19","https://crsreports.congress.gov/product/pdf/download/R/R46314/R46314.pdf/","3","04/16/2020"
176,"LSB10451","4/16/2020","Freedom of Association in the Wake of Coronavirus ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10451/LSB10451.pdf/","1","04/16/2020"
177,"LSB10448","4/16/2020","Paving the Way for Value-Based Health Care Arrangements: Proposed Rules","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10448/LSB10448.pdf/","2","04/16/2020"
178,"IN11341","4/16/2020","SBA's Paycheck Protection Program (PPP) Loans and Self-Employed Individuals ","https://crsreports.congress.gov/product/pdf/download/IN/IN11341/IN11341.pdf/","1","04/16/2020"
179,"IN11339","4/16/2020","Securities and Exchange Commission (SEC) Actions to Mitigate the Impact of COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11339/IN11339.pdf/","2","04/16/2020"
180,"IF11506","4/16/2020","Stock Buybacks and Company Executives' Profits","https://crsreports.congress.gov/product/pdf/download/IF/IF11506/IF11506.pdf/","1","04/16/2020"
181,"R45519","4/16/2020","The Army's Optionally Manned Fighting Vehicle (OMFV) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45519/R45519.pdf/","11","02/22/2019"
182,"R45484","4/16/2020","The Disaster Relief Fund: Overview and Issues","https://crsreports.congress.gov/product/pdf/download/R/R45484/R45484.pdf/","21","02/04/2019"
183,"RS22954","4/16/2020","The Unemployment Trust Fund (UTF): State Insolvency and Federal Loans to States","https://crsreports.congress.gov/product/pdf/download/RS/RS22954/RS22954.pdf/","51","09/17/2008"
184,"IF10400","4/16/2020","Trends in Mexican Opioid Trafficking and Implications for U.S.-Mexico Security Cooperation ","https://crsreports.congress.gov/product/pdf/download/IF/IF10400/IF10400.pdf/","9","04/28/2016"
185,"R45756","4/16/2020","U.S. Military Electronic Warfare Program Funding: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45756/R45756.pdf/","3","06/06/2019"
186,"IF11505","4/16/2020","Uranium Reserve Program Proposal: Policy Implications","https://crsreports.congress.gov/product/pdf/download/IF/IF11505/IF11505.pdf/","1","04/16/2020"
187,"R42567","4/15/2020","Coast Guard Cutter Procurement: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R42567/R42567.pdf/","118","06/14/2012"
188,"IN11338","4/15/2020","COVID-19: Selected Public Water Service Issues","https://crsreports.congress.gov/product/pdf/download/IN/IN11338/IN11338.pdf/","1","04/15/2020"
189,"IF10045","4/15/2020","Cuba: U.S. Policy Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10045/IF10045.pdf/","68","01/09/2015"
190,"R46312","4/15/2020","Forest Carbon Primer","https://crsreports.congress.gov/product/pdf/download/R/R46312/R46312.pdf/","4","04/15/2020"
191,"IF11507","4/15/2020","Funding for Firefighters for COVID-19 Response","https://crsreports.congress.gov/product/pdf/download/IF/IF11507/IF11507.pdf/","3","04/16/2020"
192,"R45724","4/15/2020","House Select Committee on the Modernization of Congress: Structure and Procedures","https://crsreports.congress.gov/product/pdf/download/R/R45724/R45724.pdf/","4","05/16/2019"
193,"IF11504","4/15/2020","Infertility in the Military","https://crsreports.congress.gov/product/pdf/download/IF/IF11504/IF11504.pdf/","2","04/15/2020"
194,"IF10032","4/15/2020","Introduction to Financial Services: The Securities and Exchange Commission (SEC)","https://crsreports.congress.gov/product/pdf/download/IF/IF10032/IF10032.pdf/","7","12/22/2014"
195,"R40425","4/15/2020","Medicare Primer","https://crsreports.congress.gov/product/pdf/download/R/R40425/R40425.pdf/","54","03/11/2009"
196,"R45996","4/15/2020","Precision-Guided Munitions: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45996/R45996.pdf/","6","11/06/2019"
197,"IN11337","4/15/2020","The Defense Production Act (DPA) and the COVID-19 Pandemic: Recent Developments and Policy Considerations","https://crsreports.congress.gov/product/pdf/download/IN/IN11337/IN11337.pdf/","3","04/15/2020"
198,"IN11310","4/15/2020","The National Cemetery Administration and Department of Defense Response to COVID-19 Regarding Funerals and Military Honors","https://crsreports.congress.gov/product/pdf/download/IN/IN11310/IN11310.pdf/","3","04/03/2020"
199,"R46313","4/15/2020","U.S. Forest Carbon Data: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46313/R46313.pdf/","3","04/15/2020"
200,"IN11336","4/14/2020","Bank Exposure to COVID-19 Risks: Mortgages and Consumer Loans","https://crsreports.congress.gov/product/pdf/download/IN/IN11336/IN11336.pdf/","3","04/15/2020"
201,"LSB10447","4/14/2020","Constitutional Considerations of Remote Voting In Congress","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10447/LSB10447.pdf/","1","04/14/2020"
202,"IN11333","4/14/2020","COVID-19 and the Indian Health Service","https://crsreports.congress.gov/product/pdf/download/IN/IN11333/IN11333.pdf/","2","04/14/2020"
203,"IN11335","4/14/2020","COVID-19's Effect on Interior Immigration Enforcement and Detention","https://crsreports.congress.gov/product/pdf/download/IN/IN11335/IN11335.pdf/","1","04/15/2020"
204,"IF10896","4/14/2020","EU Data Protection Rules and U.S. Implications","https://crsreports.congress.gov/product/pdf/download/IF/IF10896/IF10896.pdf/","7","05/25/2018"
205,"RS20871","4/14/2020","Iran Sanctions","https://crsreports.congress.gov/product/pdf/download/RS/RS20871/RS20871.pdf/","306","10/19/2004"
206,"IN11287","4/14/2020","Limits on Business Interest Deductions Under the Coronavirus Aid, Relief, and Economic Security (CARES) Act","https://crsreports.congress.gov/product/pdf/download/IN/IN11287/IN11287.pdf/","3","03/27/2020"
207,"IN11334","4/14/2020","Mortgage Provisions in the Coronavirus Aid, Relief, and Economic Security (CARES) Act","https://crsreports.congress.gov/product/pdf/download/IN/IN11334/IN11334.pdf/","1","04/14/2020"
208,"RS22478","4/14/2020","Navy Ship Names: Background for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22478/RS22478.pdf/","184","07/21/2006"
209,"R46298","4/14/2020","The Coronavirus Relief Fund (CARES Act, Title V): Background and State and Local Allocations","https://crsreports.congress.gov/product/pdf/download/R/R46298/R46298.pdf/","3","04/01/2020"
210,"IF10644","4/14/2020","The Palestinians: Overview and Key Issues for U.S. Policy","https://crsreports.congress.gov/product/pdf/download/IF/IF10644/IF10644.pdf/","15","04/28/2017"
211,"R43325","4/14/2020","The Renewable Fuel Standard (RFS): An Overview","https://crsreports.congress.gov/product/pdf/download/R/R43325/R43325.pdf/","43","11/27/2013"
212,"IF10830","4/14/2020","U.S. Health Care Coverage and Spending","https://crsreports.congress.gov/product/pdf/download/IF/IF10830/IF10830.pdf/","8","02/16/2018"
213,"LSB10446","4/13/2020","An Overview of Federal Criminal Laws Implicated by the COVID-19 Pandemic","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10446/LSB10446.pdf/","2","04/13/2020"
214,"IN11279","4/13/2020","COVID-19 and U.S. Iran Policy","https://crsreports.congress.gov/product/pdf/download/IN/IN11279/IN11279.pdf/","4","03/25/2020"
215,"IN11332","4/13/2020","COVID-19: Commercial Paper Market Strains and Federal Government Support","https://crsreports.congress.gov/product/pdf/download/IN/IN11332/IN11332.pdf/","1","04/13/2020"
216,"IN11330","4/13/2020","Federal Reserve: Monetary Policy Actions in Response to COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11330/IN11330.pdf/","1","04/13/2020"
217,"RL33142","4/13/2020","Libya: Conflict, Transition, and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/RL/RL33142/RL33142.pdf/","121","11/09/2005"
218,"IF11201","4/13/2020","Nuclear Waste Storage Sites in the United States","https://crsreports.congress.gov/product/pdf/download/IF/IF11201/IF11201.pdf/","5","05/03/2019"
219,"R41352","4/13/2020","Small Business Management and Technical Assistance Training Programs","https://crsreports.congress.gov/product/pdf/download/R/R41352/R41352.pdf/","69","08/02/2010"
220,"IN11328","4/13/2020","Special Inspector General for Pandemic Recovery: Responsibilities, Authority, and Appointment","https://crsreports.congress.gov/product/pdf/download/IN/IN11328/IN11328.pdf/","1","04/13/2020"
221,"IF11211","4/13/2020","The European Parliament and U.S. Interests","https://crsreports.congress.gov/product/pdf/download/IF/IF11211/IF11211.pdf/","4","05/16/2019"
222,"R42107","4/13/2020","The Federal Employees' Compensation Act (FECA): Workers' Compensation for Federal Employees ","https://crsreports.congress.gov/product/pdf/download/R/R42107/R42107.pdf/","21","12/01/2011"
223,"IN11331","4/13/2020","U.S. Environmental Protection Agency Funding in the CARES Act (P.L. 116-136)","https://crsreports.congress.gov/product/pdf/download/IN/IN11331/IN11331.pdf/","3","04/13/2020"
224,"IF11503","4/10/2020","Coronavirus Aid, Relief, and Economic Security (CARES) Act (P.L. 116-136): Selected Provisions on Federal Hiring","https://crsreports.congress.gov/product/pdf/download/IF/IF11503/IF11503.pdf/","2","04/10/2020"
225,"IF11155","4/10/2020","Defense Primer: Military Use of the Electromagnetic Spectrum","https://crsreports.congress.gov/product/pdf/download/IF/IF11155/IF11155.pdf/","6","03/28/2019"
226,"IN11323","4/10/2020","Domestic Violence in the Context of COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11323/IN11323.pdf/","2","04/10/2020"
227,"R46309","4/10/2020","Effects of COVID-19 on the Federal Research and Development Enterprise","https://crsreports.congress.gov/product/pdf/download/R/R46309/R46309.pdf/","2","04/10/2020"
228,"R46311","4/10/2020","Federal Communications Commission: Progress Protecting Consumers from Illegal Robocalls","https://crsreports.congress.gov/product/pdf/download/R/R46311/R46311.pdf/","4","04/10/2020"
229,"R46310","4/10/2020","Federal Telework During the COVID-19 Pandemic: Cybersecurity Issues in Brief","https://crsreports.congress.gov/product/pdf/download/R/R46310/R46310.pdf/","2","04/10/2020"
230,"IN11193","4/10/2020","Funding U.S.-Mexico Border Barrier Construction: Current Issues","https://crsreports.congress.gov/product/pdf/download/IN/IN11193/IN11193.pdf/","3","11/05/2019"
231,"IN11326","4/10/2020","Pandemic Weakening Milk Prices; Industry Calls for Policy Action","https://crsreports.congress.gov/product/pdf/download/IN/IN11326/IN11326.pdf/","2","04/10/2020"
232,"R41184","4/10/2020","Small Business Administration 504/CDC Loan Guaranty Program","https://crsreports.congress.gov/product/pdf/download/R/R41184/R41184.pdf/","85","04/15/2010"
233,"IF11502","4/10/2020","State and Local Government Debt and COVID-19","https://crsreports.congress.gov/product/pdf/download/IF/IF11502/IF11502.pdf/","2","04/10/2020"
234,"R45688","4/10/2020","Timber Harvesting on Federal Lands","https://crsreports.congress.gov/product/pdf/download/R/R45688/R45688.pdf/","5","04/12/2019"
235,"IF11474","4/10/2020","Treasury's Exchange Stabilization Fund and COVID-19 ","https://crsreports.congress.gov/product/pdf/download/IF/IF11474/IF11474.pdf/","3","03/26/2020"
236,"IN11325","4/10/2020","U.S. Travel and Tourism and COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11325/IN11325.pdf/","1","04/10/2020"
237,"R45478","4/10/2020","Unemployment Insurance: Legislative Issues in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45478/R45478.pdf/","10","01/29/2019"
238,"IF10244","4/10/2020","Wildfire Statistics","https://crsreports.congress.gov/product/pdf/download/IF/IF10244/IF10244.pdf/","37","06/24/2015"
239,"IN11321","4/9/2020","COVID-19: The Drug Enforcement Administration's Regulatory Role","https://crsreports.congress.gov/product/pdf/download/IN/IN11321/IN11321.pdf/","2","04/09/2020"
